Blocks: '[72:58:80:20, -2:70:-6:1:1, -1:70:-6:3:1, -3:70:-5:1:1, -2:70:-5:1:1, -1:70:-5:3:1,
  0:70:-5:172, 1:70:-5:172, -3:70:-4:1:1, -2:70:-4:1:1, -1:70:-4:172, 0:70:-4:172,
  1:70:-4:172, 2:70:-4:172, 3:70:-4:172, -3:70:-3:1:1, -2:70:-3:172, -1:70:-3:172,
  40:90:13:172, 41:90:13:3, 42:90:13:2, -42:90:14:172, -41:90:14:32, -36:90:14:66,
  -35:90:14:5:1, -34:90:14:5:1, 34:90:14:18:4, 35:90:14:18:4, 40:90:14:172, 41:90:14:172,
  42:90:14:172, 43:90:14:3, -42:90:15:172, -39:90:15:66:1, -38:90:15:66:1, -36:90:15:66:8,
  42:90:15:134:4, 43:90:15:172, -43:90:16:172, -42:90:16:172, 35:90:16:32, 42:90:16:126:9,
  43:90:16:172, -43:90:17:172, -42:90:17:134:5, -39:90:17:17:12, 39:90:17:17:12, 42:90:17:134:4,
  43:90:17:172, -43:90:18:172, -42:90:18:126:9, -35:90:18:32, 42:90:18:172, 43:90:18:172,
  -43:90:19:172, -42:90:19:134:5, 36:90:19:66:6, 38:90:19:66:1, 39:90:19:66:1, 42:90:19:172,
  -43:90:20:3, -42:90:20:172, -41:90:20:172, -40:90:20:172, -35:90:20:18:4, -34:90:20:18:4,
  34:90:20:5:1, 35:90:20:5:1, 36:90:20:66:9, 41:90:20:32, 42:90:20:172, -42:90:21:2,
  -41:90:21:3, -40:90:21:172, -39:90:21:17:12, -37:90:21:18:4, -36:90:21:18:4, -35:90:21:18:4,
  35:90:21:125:1, 36:90:21:5:1, 37:90:21:5:1, 39:90:21:17:12, 40:90:21:172, 41:90:21:172,
  -20:90:34:5:1, -14:90:34:18:4, 14:90:34:5:1, 20:90:34:18:4, -21:90:35:125:1, -20:90:35:5:1,
  -16:90:35:32, -14:90:35:18:4, -13:90:35:18:4, 13:90:35:125:1, 14:90:35:5:1, 18:90:35:32,
  20:90:35:18:4, 21:90:35:18:4, -21:90:36:5:1, -20:90:36:66:1, -19:90:36:66:7, -13:90:36:18:4,
  13:90:36:5:1, 14:90:36:66:1, 15:90:36:66:7, 21:90:36:18:4, -21:90:37:5:1, -13:90:37:18:4,
  -3:90:37:5:1, 3:90:37:18:4, 13:90:37:5:1, 21:90:37:18:4, -19:90:38:66, -4:90:38:125:1,
  -3:90:38:5:1, 1:90:38:32, 3:90:38:18:4, 4:90:38:18:4, 15:90:38:66, -21:90:39:17:12,
  -19:90:39:66, -17:90:39:17:12, -13:90:39:17:12, -4:90:39:5:1, -3:90:39:66:1, -2:90:39:66:7,
  4:90:39:18:4, 13:90:39:17:12, 15:90:39:66, 17:90:39:17:12, 21:90:39:17:12, -21:90:40:172,
  -14:90:40:172, -13:90:40:172, -4:90:40:5:1, 4:90:40:18:4, 13:90:40:172, 20:90:40:172,
  21:90:40:172, -21:90:41:172, -20:90:41:32, -14:90:41:172, -13:90:41:3, -2:90:41:66,
  13:90:41:172, 14:90:41:32, 20:90:41:172, 21:90:41:3, -20:90:42:172, -19:90:42:172,
  -18:90:42:172, -17:90:42:134:6, -16:90:42:126:9, -15:90:42:134:6, -14:90:42:172,
  -13:90:42:2, -4:90:42:17:12, -2:90:42:66, 0:90:42:17:12, 4:90:42:17:12, 14:90:42:172,
  15:90:42:172, 16:90:42:172, 17:90:42:134:6, 18:90:42:126:9, 19:90:42:134:6, 20:90:42:172,
  21:90:42:2, -18:90:43:172, -17:90:43:172, -16:90:43:172, -15:90:43:172, -14:90:43:3,
  -4:90:43:172, 3:90:43:172, 4:90:43:172, 16:90:43:172, 17:90:43:172, 18:90:43:172,
  19:90:43:172, 20:90:43:3, -4:90:44:172, -3:90:44:32, 3:90:44:172, 4:90:44:3, -3:90:45:172,
  -2:90:45:172, -1:90:45:172, 0:90:45:134:6, 1:90:45:126:9, 2:90:45:134:6, 3:90:45:172,
  4:90:45:2, -1:90:46:172, 0:90:46:172, 1:90:46:172, 2:90:46:172, 3:90:46:3, -3:91:-46:2,
  -2:91:-46:2, -1:91:-46:172, 0:91:-46:172, 1:91:-46:172, -3:91:-45:3, -2:91:-45:172,
  2:91:-45:172, 3:91:-45:172, -4:91:-44:2, -3:91:-44:172, 3:91:-44:172, -20:91:-43:2,
  -19:91:-43:2, -18:91:-43:172, -17:91:-43:172, -16:91:-43:172, -4:91:-43:172, -3:91:-43:172,
  4:91:-43:172, 14:91:-43:2, 15:91:-43:2, 16:91:-43:172, 17:91:-43:172, 18:91:-43:172,
  -20:91:-42:3, -19:91:-42:172, -15:91:-42:172, -14:91:-42:172, -4:91:-42:17:12, 0:91:-42:17:12,
  4:91:-42:17:12, 14:91:-42:3, 15:91:-42:172, 19:91:-42:172, 20:91:-42:172, -21:91:-41:2,
  -20:91:-41:172, -14:91:-41:172, 13:91:-41:2, 14:91:-41:172, 20:91:-41:172, -21:91:-40:172,
  -20:91:-40:172, -13:91:-40:172, 13:91:-40:172, 14:91:-40:172, 21:91:-40:172, -21:91:-39:17:12,
  -17:91:-39:17:12, -13:91:-39:17:12, -4:91:-39:18:4, 4:91:-39:125:1, 13:91:-39:17:12,
  17:91:-39:17:12, 21:91:-39:17:12, -3:91:-38:18:4, 3:91:-38:125:1, -21:91:-36:18:4,
  -13:91:-36:125:1, 13:91:-36:18:4, 21:91:-36:125:1, -20:91:-35:18:4, -14:91:-35:125:1,
  14:91:-35:18:4, 20:91:-35:125:1, -40:91:-21:172, -39:91:-21:17:12, -36:91:-21:125:1,
  36:91:-21:18:4, 39:91:-21:17:12, 40:91:-21:172, 41:91:-21:2, -42:91:-20:172, -41:91:-20:172,
  -35:91:-20:125:1, 35:91:-20:18:4, 40:91:-20:172, 41:91:-20:172, 42:91:-20:3, 43:91:-20:2,
  -42:91:-19:172, 42:91:-19:172, 43:91:-19:2, -43:91:-18:172, 43:91:-18:172, -43:91:-17:172,
  -39:91:-17:17:12, 39:91:-17:17:12, 43:91:-17:172, -43:91:-16:172, 43:91:-16:172,
  -43:91:-15:2, -42:91:-15:172, 42:91:-15:172, -43:91:-14:2, -42:91:-14:3, -41:91:-14:172,
  -40:91:-14:172, -35:91:-14:18:4, 35:91:-14:125:1, 41:91:-14:172, 42:91:-14:172,
  -41:91:-13:2, -40:91:-13:172, -39:91:-13:17:12, -36:91:-13:18:4, 36:91:-13:125:1,
  39:91:-13:17:12, 40:91:-13:172, 6:91:-7:101, -43:91:-4:172, -42:91:-4:17:12, -39:91:-4:125:1,
  4:91:-4:17, 5:91:-4:126:9, 8:91:-4:17, 39:91:-4:18:4, 42:91:-4:17:12, 43:91:-4:172,
  44:91:-4:2, -45:91:-3:172, -44:91:-3:172, -38:91:-3:125:1, -6:91:-3:101, 4:91:-3:126:9,
  5:91:-3:5:3, 6:91:-3:5:3, 7:91:-3:5:3, 38:91:-3:18:4, 43:91:-3:172, 44:91:-3:172,
  45:91:-3:3, 46:91:-3:2, -45:91:-2:172, -6:91:-2:101, 5:91:-2:5:3, 7:91:-2:5:3, 45:91:-2:172,
  46:91:-2:2, -46:91:-1:172, 5:91:-1:5:3, 6:91:-1:5:3, 7:91:-1:5:3, 8:91:-1:126:9,
  46:91:-1:172, -46:91:0:172, -42:91:0:17:12, -8:91:0:17, -7:91:0:126:9, -4:91:0:17,
  4:91:0:17, 7:91:0:126:9, 8:91:0:17, 42:91:0:17:12, 46:91:0:172, -46:91:1:172, -8:91:1:126:9,
  -7:91:1:5:3, -6:91:1:5:3, -5:91:1:5:3, 46:91:1:172, -46:91:2:2, -45:91:2:172, -7:91:2:5:3,
  -5:91:2:5:3, 6:91:2:101, 45:91:2:172, -46:91:3:2, -45:91:3:3, -44:91:3:172, -43:91:3:172,
  -38:91:3:18:4, -7:91:3:5:3, -6:91:3:5:3, -5:91:3:5:3, -4:91:3:126:9, 6:91:3:101,
  38:91:3:125:1, 44:91:3:172, 45:91:3:172, -44:91:4:2, -43:91:4:172, -42:91:4:17:12,
  -39:91:4:18:4, -8:91:4:17, -5:91:4:126:9, -4:91:4:17, 39:91:4:125:1, 42:91:4:17:12,
  43:91:4:172, -6:91:7:101, -40:91:13:172, -39:91:13:17:12, -36:91:13:125:1, 36:91:13:18:4,
  39:91:13:17:12, 40:91:13:172, 41:91:13:2, -42:91:14:172, -41:91:14:172, -35:91:14:125:1,
  35:91:14:18:4, 40:91:14:172, 41:91:14:172, 42:91:14:3, 43:91:14:2, -42:91:15:172,
  42:91:15:172, 43:91:15:2, -43:91:16:172, 43:91:16:172, -43:91:17:172, -39:91:17:17:12,
  39:91:17:17:12, 43:91:17:172, -43:91:18:172, 43:91:18:172, -43:91:19:2, -42:91:19:172,
  42:91:19:172, -43:91:20:2, -42:91:20:3, -41:91:20:172, -40:91:20:172, -35:91:20:18:4,
  35:91:20:125:1, 41:91:20:172, 42:91:20:172, -41:91:21:2, -40:91:21:172, -39:91:21:17:12,
  -36:91:21:18:4, 36:91:21:125:1, 39:91:21:17:12, 40:91:21:172, -20:91:35:125:1, -14:91:35:18:4,
  14:91:35:125:1, 20:91:35:18:4, -21:91:36:125:1, -13:91:36:18:4, 13:91:36:125:1,
  21:91:36:18:4, -3:91:38:125:1, 3:91:38:18:4, -21:91:39:17:12, -17:91:39:17:12, -13:91:39:17:12,
  -4:91:39:125:1, 4:91:39:18:4, 13:91:39:17:12, 17:91:39:17:12, 21:91:39:17:12, -21:91:40:172,
  -14:91:40:172, -13:91:40:172, 13:91:40:172, 20:91:40:172, 21:91:40:172, -20:91:41:172,
  -14:91:41:172, -13:91:41:2, 14:91:41:172, 20:91:41:172, 21:91:41:2, -20:91:42:172,
  -19:91:42:172, -15:91:42:172, -14:91:42:3, -4:91:42:17:12, 0:91:42:17:12, 4:91:42:17:12,
  14:91:42:172, 15:91:42:172, 19:91:42:172, 20:91:42:3, -18:91:43:172, -17:91:43:172,
  -16:91:43:172, -15:91:43:2, -14:91:43:2, -4:91:43:172, 3:91:43:172, 4:91:43:172,
  16:91:43:172, 17:91:43:172, 18:91:43:172, 19:91:43:2, 20:91:43:2, -3:91:44:172,
  3:91:44:172, 4:91:44:2, -3:91:45:172, -2:91:45:172, 2:91:45:172, 3:91:45:3, -1:91:46:172,
  0:91:46:172, 1:91:46:172, 2:91:46:2, 3:91:46:2, -3:92:-46:31:1, -1:92:-46:172, 0:92:-46:172,
  -3:92:-45:2, -2:92:-45:172, -1:92:-45:30, 1:92:-45:172, 2:92:-45:172, -3:92:-44:172,
  -2:92:-44:172, 3:92:-44:172, -20:92:-43:31:1, -18:92:-43:172, -17:92:-43:172, -4:92:-43:172,
  -3:92:-43:172, 4:92:-43:172, 14:92:-43:31:1, 16:92:-43:172, 17:92:-43:172, -20:92:-42:2,
  -19:92:-42:172, -18:92:-42:30, -16:92:-42:172, -15:92:-42:172, -5:92:-42:126:9,
  -4:92:-42:17:12, -3:92:-42:172, 0:92:-42:17:12, 4:92:-42:17:12, 5:92:-42:126:9,
  14:92:-42:2, 15:92:-42:172, 16:92:-42:30, 18:92:-42:172, 19:92:-42:172, -20:92:-41:172,
  -19:92:-41:172, -14:92:-41:172, -4:92:-41:126:9, 4:92:-41:126:9, 14:92:-41:172,
  15:92:-41:172, 20:92:-41:172, -21:92:-40:172, -20:92:-40:172, -13:92:-40:172, 13:92:-40:172,
  14:92:-40:172, 21:92:-40:172, -22:92:-39:126:9, -21:92:-39:17:12, -20:92:-39:172,
  -17:92:-39:17:12, -13:92:-39:17:12, -12:92:-39:126:9, 12:92:-39:126:9, 13:92:-39:17:12,
  14:92:-39:172, 17:92:-39:17:12, 21:92:-39:17:12, 22:92:-39:126:9, -21:92:-38:126:9,
  -13:92:-38:126:9, 13:92:-38:126:9, 21:92:-38:126:9, -39:92:-22:126:9, 39:92:-22:126:9,
  -40:92:-21:172, -39:92:-21:17:12, -38:92:-21:126:9, 38:92:-21:126:9, 39:92:-21:17:12,
  40:92:-21:172, -41:92:-20:172, 39:92:-20:172, 40:92:-20:172, 41:92:-20:172, 42:92:-20:2,
  43:92:-20:31:1, -42:92:-19:172, 41:92:-19:172, 42:92:-19:172, -42:92:-18:172, 42:92:-18:30,
  43:92:-18:172, -43:92:-17:172, -39:92:-17:17:12, 39:92:-17:17:12, 43:92:-17:172,
  -43:92:-16:172, -42:92:-16:30, 42:92:-16:172, -42:92:-15:172, -41:92:-15:172, 42:92:-15:172,
  -43:92:-14:31:1, -42:92:-14:2, -41:92:-14:172, -40:92:-14:172, -39:92:-14:172, 41:92:-14:172,
  -40:92:-13:172, -39:92:-13:17:12, -38:92:-13:126:9, 38:92:-13:126:9, 39:92:-13:17:12,
  40:92:-13:172, -39:92:-12:126:9, 39:92:-12:126:9, 6:92:-7:101, -42:92:-5:126:9,
  42:92:-5:126:9, -43:92:-4:172, -42:92:-4:17:12, -41:92:-4:126:9, 4:92:-4:17, 5:92:-4:126:1,
  6:92:-4:125:1, 7:92:-4:126:9, 8:92:-4:17, 41:92:-4:126:9, 42:92:-4:17:12, 43:92:-4:172,
  -44:92:-3:172, -6:92:-3:101, 4:92:-3:126:1, 5:92:-3:5:3, 6:92:-3:5:3, 7:92:-3:5:3,
  8:92:-3:126:9, 42:92:-3:172, 43:92:-3:172, 44:92:-3:172, 45:92:-3:2, 46:92:-3:31:1,
  -45:92:-2:172, -6:92:-2:101, 4:92:-2:125:1, 5:92:-2:5:3, 7:92:-2:5:3, 8:92:-2:125:1,
  44:92:-2:172, 45:92:-2:172, -45:92:-1:172, 4:92:-1:126:9, 5:92:-1:5:3, 6:92:-1:5:3,
  7:92:-1:5:3, 8:92:-1:126:1, 45:92:-1:30, 46:92:-1:172, -46:92:0:172, -42:92:0:17:12,
  -8:92:0:17, -7:92:0:126:1, -6:92:0:125:1, -5:92:0:126:9, -4:92:0:17, 4:92:0:17,
  5:92:0:126:9, 6:92:0:125:1, 7:92:0:126:1, 8:92:0:17, 42:92:0:17:12, 46:92:0:172,
  -46:92:1:172, -45:92:1:30, -8:92:1:126:1, -7:92:1:5:3, -6:92:1:5:3, -5:92:1:5:3,
  -4:92:1:126:9, 45:92:1:172, -45:92:2:172, -44:92:2:172, -8:92:2:125:1, -7:92:2:5:3,
  -5:92:2:5:3, -4:92:2:125:1, 6:92:2:101, 45:92:2:172, -46:92:3:31:1, -45:92:3:2,
  -44:92:3:172, -43:92:3:172, -42:92:3:172, -8:92:3:126:9, -7:92:3:5:3, -6:92:3:5:3,
  -5:92:3:5:3, -4:92:3:126:1, 6:92:3:101, 44:92:3:172, -43:92:4:172, -42:92:4:17:12,
  -41:92:4:126:9, -8:92:4:17, -7:92:4:126:9, -6:92:4:125:1, -5:92:4:126:1, -4:92:4:17,
  41:92:4:126:9, 42:92:4:17:12, 43:92:4:172, -42:92:5:126:9, 42:92:5:126:9, -6:92:7:101,
  -39:92:12:126:9, 39:92:12:126:9, -40:92:13:172, -39:92:13:17:12, -38:92:13:126:9,
  38:92:13:126:9, 39:92:13:17:12, 40:92:13:172, -41:92:14:172, 39:92:14:172, 40:92:14:172,
  41:92:14:172, 42:92:14:2, 43:92:14:31:1, -42:92:15:172, 41:92:15:172, 42:92:15:172,
  -42:92:16:172, 42:92:16:30, 43:92:16:172, -43:92:17:172, -39:92:17:17:12, 39:92:17:17:12,
  43:92:17:172, -43:92:18:172, -42:92:18:30, 42:92:18:172, -42:92:19:172, -41:92:19:172,
  42:92:19:172, -43:92:20:31:1, -42:92:20:2, -41:92:20:172, -40:92:20:172, -39:92:20:172,
  41:92:20:172, -40:92:21:172, -39:92:21:17:12, -38:92:21:126:9, 38:92:21:126:9, 39:92:21:17:12,
  40:92:21:172, -39:92:22:126:9, 39:92:22:126:9, -21:92:38:126:9, -13:92:38:126:9,
  13:92:38:126:9, 21:92:38:126:9, -22:92:39:126:9, -21:92:39:17:12, -17:92:39:17:12,
  -14:92:39:172, -13:92:39:17:12, -12:92:39:126:9, 12:92:39:126:9, 13:92:39:17:12,
  17:92:39:17:12, 20:92:39:172, 21:92:39:17:12, 22:92:39:126:9, -21:92:40:172, -14:92:40:172,
  -13:92:40:172, 13:92:40:172, 20:92:40:172, 21:92:40:172, -20:92:41:172, -15:92:41:172,
  -14:92:41:172, -4:92:41:126:9, 4:92:41:126:9, 14:92:41:172, 19:92:41:172, 20:92:41:172,
  -19:92:42:172, -18:92:42:172, -16:92:42:30, -15:92:42:172, -14:92:42:2, -5:92:42:126:9,
  -4:92:42:17:12, 0:92:42:17:12, 3:92:42:172, 4:92:42:17:12, 5:92:42:126:9, 15:92:42:172,
  16:92:42:172, 18:92:42:30, 19:92:42:172, 20:92:42:2, -17:92:43:172, -16:92:43:172,
  -14:92:43:31:1, -4:92:43:172, 3:92:43:172, 4:92:43:172, 17:92:43:172, 18:92:43:172,
  20:92:43:31:1, -3:92:44:172, 2:92:44:172, 3:92:44:172, -2:92:45:172, -1:92:45:172,
  1:92:45:30, 2:92:45:172, 3:92:45:2, 0:92:46:172, 1:92:46:172, 3:92:46:31:1, -1:93:-46:32,
  -2:93:-45:172, -1:93:-45:172, 0:93:-45:172, -3:93:-44:172, -2:93:-44:172, -1:93:-44:172,
  0:93:-44:172, 1:93:-44:172, 2:93:-44:172, 3:93:-44:172, -18:93:-43:32, -3:93:-43:172,
  -2:93:-43:172, -1:93:-43:172, 0:93:-43:172, 1:93:-43:172, 2:93:-43:172, 3:93:-43:172,
  16:93:-43:32, -19:93:-42:172, -18:93:-42:172, -17:93:-42:172, -5:93:-42:126:1, -4:93:-42:172,
  -3:93:-42:172, -2:93:-42:172, 0:93:-42:17:12, 1:93:-42:172, 2:93:-42:172, 3:93:-42:172,
  4:93:-42:172, 5:93:-42:126:1, 15:93:-42:172, 16:93:-42:172, 17:93:-42:172, -20:93:-41:172,
  -19:93:-41:172, -18:93:-41:172, -17:93:-41:172, -16:93:-41:172, -15:93:-41:172,
  -14:93:-41:172, -4:93:-41:126:1, -3:93:-41:125:1, -2:93:-41:125:1, -1:93:-41:126:9,
  0:93:-41:126:9, 1:93:-41:126:9, 2:93:-41:125:1, 3:93:-41:125:1, 4:93:-41:126:1,
  14:93:-41:172, 15:93:-41:172, 16:93:-41:172, 17:93:-41:172, 18:93:-41:172, 19:93:-41:172,
  20:93:-41:172, -20:93:-40:172, -19:93:-40:172, -18:93:-40:172, -17:93:-40:172, -16:93:-40:172,
  -15:93:-40:172, -14:93:-40:172, 14:93:-40:172, 15:93:-40:172, 16:93:-40:172, 17:93:-40:172,
  18:93:-40:172, 19:93:-40:172, 20:93:-40:172, -22:93:-39:126:1, -21:93:-39:172, -20:93:-39:172,
  -19:93:-39:172, -17:93:-39:17:12, -16:93:-39:172, -15:93:-39:172, -14:93:-39:172,
  -13:93:-39:172, -12:93:-39:126:1, 12:93:-39:126:1, 13:93:-39:172, 14:93:-39:172,
  15:93:-39:172, 17:93:-39:17:12, 18:93:-39:172, 19:93:-39:172, 20:93:-39:172, 21:93:-39:172,
  22:93:-39:126:1, -21:93:-38:126:1, -20:93:-38:125:1, -19:93:-38:125:1, -18:93:-38:126:9,
  -17:93:-38:126:9, -16:93:-38:126:9, -15:93:-38:125:1, -14:93:-38:125:1, -13:93:-38:126:1,
  13:93:-38:126:1, 14:93:-38:125:1, 15:93:-38:125:1, 16:93:-38:126:9, 17:93:-38:126:9,
  18:93:-38:126:9, 19:93:-38:125:1, 20:93:-38:125:1, 21:93:-38:126:1, -39:93:-22:126:1,
  39:93:-22:126:1, -39:93:-21:172, -38:93:-21:126:1, 38:93:-21:126:1, 39:93:-21:172,
  -41:93:-20:172, -40:93:-20:172, -39:93:-20:172, -38:93:-20:125:1, 38:93:-20:125:1,
  39:93:-20:172, 40:93:-20:172, 41:93:-20:172, -41:93:-19:172, -40:93:-19:172, -39:93:-19:172,
  -38:93:-19:125:1, 38:93:-19:125:1, 39:93:-19:172, 40:93:-19:172, 41:93:-19:172,
  42:93:-19:172, -41:93:-18:172, -40:93:-18:172, -39:93:-18:172, -38:93:-18:126:9,
  38:93:-18:126:9, 40:93:-18:172, 41:93:-18:172, 42:93:-18:172, 43:93:-18:32, -42:93:-17:172,
  -41:93:-17:172, -40:93:-17:172, -39:93:-17:17:12, -38:93:-17:126:9, 38:93:-17:126:9,
  39:93:-17:17:12, 40:93:-17:172, 41:93:-17:172, 42:93:-17:172, -43:93:-16:32, -42:93:-16:172,
  -41:93:-16:172, -40:93:-16:172, -38:93:-16:126:9, 38:93:-16:126:9, 39:93:-16:172,
  40:93:-16:172, 41:93:-16:172, -42:93:-15:172, -41:93:-15:172, -40:93:-15:172, -39:93:-15:172,
  -38:93:-15:125:1, 38:93:-15:125:1, 39:93:-15:172, 40:93:-15:172, 41:93:-15:172,
  -41:93:-14:172, -40:93:-14:172, -39:93:-14:172, -38:93:-14:125:1, 38:93:-14:125:1,
  39:93:-14:172, 40:93:-14:172, 41:93:-14:172, -39:93:-13:172, -38:93:-13:126:1, 38:93:-13:126:1,
  39:93:-13:172, -39:93:-12:126:1, 39:93:-12:126:1, 6:93:-7:101, -42:93:-5:126:1,
  3:93:-5:126:9, 9:93:-5:126:9, 42:93:-5:126:1, -42:93:-4:172, -41:93:-4:126:1, 4:93:-4:17,
  7:93:-4:126:1, 8:93:-4:17, 41:93:-4:126:1, 42:93:-4:172, -44:93:-3:172, -43:93:-3:172,
  -42:93:-3:172, -41:93:-3:125:1, -6:93:-3:101, 5:93:-3:5:3, 6:93:-3:5:3, 7:93:-3:5:3,
  8:93:-3:126:1, 41:93:-3:125:1, 42:93:-3:172, 43:93:-3:172, 44:93:-3:172, -44:93:-2:172,
  -43:93:-2:172, -42:93:-2:172, -41:93:-2:125:1, -6:93:-2:101, 5:93:-2:5:3, 7:93:-2:5:3,
  41:93:-2:125:1, 42:93:-2:172, 43:93:-2:172, 44:93:-2:172, 45:93:-2:172, -44:93:-1:172,
  -43:93:-1:172, -42:93:-1:172, -41:93:-1:126:9, -9:93:-1:126:9, -3:93:-1:126:9, 4:93:-1:126:1,
  5:93:-1:5:3, 6:93:-1:5:3, 7:93:-1:5:3, 41:93:-1:126:9, 43:93:-1:172, 44:93:-1:172,
  45:93:-1:172, 46:93:-1:32, -45:93:0:172, -44:93:0:172, -43:93:0:172, -42:93:0:17:12,
  -41:93:0:126:9, -8:93:0:17, -5:93:0:126:1, -4:93:0:17, 4:93:0:17, 5:93:0:126:1,
  8:93:0:17, 41:93:0:126:9, 42:93:0:17:12, 43:93:0:172, 44:93:0:172, 45:93:0:172,
  -46:93:1:32, -45:93:1:172, -44:93:1:172, -43:93:1:172, -41:93:1:126:9, -7:93:1:5:3,
  -6:93:1:5:3, -5:93:1:5:3, -4:93:1:126:1, 3:93:1:126:9, 9:93:1:126:9, 41:93:1:126:9,
  42:93:1:172, 43:93:1:172, 44:93:1:172, -45:93:2:172, -44:93:2:172, -43:93:2:172,
  -42:93:2:172, -41:93:2:125:1, -7:93:2:5:3, -5:93:2:5:3, 6:93:2:101, 41:93:2:125:1,
  42:93:2:172, 43:93:2:172, 44:93:2:172, -44:93:3:172, -43:93:3:172, -42:93:3:172,
  -41:93:3:125:1, -8:93:3:126:1, -7:93:3:5:3, -6:93:3:5:3, -5:93:3:5:3, 6:93:3:101,
  41:93:3:125:1, 42:93:3:172, 43:93:3:172, 44:93:3:172, -42:93:4:172, -41:93:4:126:1,
  -8:93:4:17, -7:93:4:126:1, -4:93:4:17, 41:93:4:126:1, 42:93:4:172, -42:93:5:126:1,
  -9:93:5:126:9, -3:93:5:126:9, 42:93:5:126:1, -6:93:7:101, -39:93:12:126:1, 39:93:12:126:1,
  -39:93:13:172, -38:93:13:126:1, 38:93:13:126:1, 39:93:13:172, -41:93:14:172, -40:93:14:172,
  -39:93:14:172, -38:93:14:125:1, 38:93:14:125:1, 39:93:14:172, 40:93:14:172, 41:93:14:172,
  -41:93:15:172, -40:93:15:172, -39:93:15:172, -38:93:15:125:1, 38:93:15:125:1, 39:93:15:172,
  40:93:15:172, 41:93:15:172, 42:93:15:172, -41:93:16:172, -40:93:16:172, -39:93:16:172,
  -38:93:16:126:9, 38:93:16:126:9, 40:93:16:172, 41:93:16:172, 42:93:16:172, 43:93:16:32,
  -42:93:17:172, -41:93:17:172, -40:93:17:172, -39:93:17:17:12, -38:93:17:126:9, 38:93:17:126:9,
  39:93:17:17:12, 40:93:17:172, 41:93:17:172, 42:93:17:172, -43:93:18:32, -42:93:18:172,
  -41:93:18:172, -40:93:18:172, -38:93:18:126:9, 38:93:18:126:9, 39:93:18:172, 40:93:18:172,
  41:93:18:172, -42:93:19:172, -41:93:19:172, -40:93:19:172, -39:93:19:172, -38:93:19:125:1,
  38:93:19:125:1, 39:93:19:172, 40:93:19:172, 41:93:19:172, -41:93:20:172, -40:93:20:172,
  -39:93:20:172, -38:93:20:125:1, 38:93:20:125:1, 39:93:20:172, 40:93:20:172, 41:93:20:172,
  -39:93:21:172, -38:93:21:126:1, 38:93:21:126:1, 39:93:21:172, -39:93:22:126:1, 39:93:22:126:1,
  -21:93:38:126:1, -20:93:38:125:1, -19:93:38:125:1, -18:93:38:126:9, -17:93:38:126:9,
  -16:93:38:126:9, -15:93:38:125:1, -14:93:38:125:1, -13:93:38:126:1, 13:93:38:126:1,
  14:93:38:125:1, 15:93:38:125:1, 16:93:38:126:9, 17:93:38:126:9, 18:93:38:126:9,
  19:93:38:125:1, 20:93:38:125:1, 21:93:38:126:1, -22:93:39:126:1, -21:93:39:172,
  -20:93:39:172, -19:93:39:172, -18:93:39:172, -17:93:39:17:12, -15:93:39:172, -14:93:39:172,
  -13:93:39:172, -12:93:39:126:1, 12:93:39:126:1, 13:93:39:172, 14:93:39:172, 15:93:39:172,
  16:93:39:172, 17:93:39:17:12, 19:93:39:172, 20:93:39:172, 21:93:39:172, 22:93:39:126:1,
  -20:93:40:172, -19:93:40:172, -18:93:40:172, -17:93:40:172, -16:93:40:172, -15:93:40:172,
  -14:93:40:172, 14:93:40:172, 15:93:40:172, 16:93:40:172, 17:93:40:172, 18:93:40:172,
  19:93:40:172, 20:93:40:172, -20:93:41:172, -19:93:41:172, -18:93:41:172, -17:93:41:172,
  -16:93:41:172, -15:93:41:172, -14:93:41:172, -4:93:41:126:1, -3:93:41:125:1, -2:93:41:125:1,
  -1:93:41:126:9, 0:93:41:126:9, 1:93:41:126:9, 2:93:41:125:1, 3:93:41:125:1, 4:93:41:126:1,
  14:93:41:172, 15:93:41:172, 16:93:41:172, 17:93:41:172, 18:93:41:172, 19:93:41:172,
  20:93:41:172, -17:93:42:172, -16:93:42:172, -15:93:42:172, -5:93:42:126:1, -4:93:42:172,
  -3:93:42:172, -2:93:42:172, -1:93:42:172, 0:93:42:17:12, 2:93:42:172, 3:93:42:172,
  4:93:42:172, 5:93:42:126:1, 17:93:42:172, 18:93:42:172, 19:93:42:172, -16:93:43:32,
  -3:93:43:172, -2:93:43:172, -1:93:43:172, 0:93:43:172, 1:93:43:172, 2:93:43:172,
  3:93:43:172, 18:93:43:32, -3:93:44:172, -2:93:44:172, -1:93:44:172, 0:93:44:172,
  1:93:44:172, 2:93:44:172, 3:93:44:172, 0:93:45:172, 1:93:45:172, 2:93:45:172, 1:93:46:32,
  -1:94:-44:172, 0:94:-44:2, 1:94:-44:2, -3:94:-43:172, -2:94:-43:172, -1:94:-43:2,
  0:94:-43:2, 1:94:-43:2, 2:94:-43:2, 3:94:-43:172, -2:94:-42:172, -1:94:-42:172,
  0:94:-42:172, 1:94:-42:2, 2:94:-42:2, -18:94:-41:172, -17:94:-41:2, -16:94:-41:2,
  -1:94:-41:126:1, 0:94:-41:126:1, 1:94:-41:126:1, 16:94:-41:172, 17:94:-41:2, 18:94:-41:2,
